account_id,date,value
49893,2018-12-23,1
87028,2018-12-23,3
35585,2018-12-23,1
49073,2018-12-23,1
38676,2018-12-23,3
86758,2018-12-23,3
69858,2018-12-23,3
17306,2018-12-23,2
11944,2018-12-23,1
3250,2018-12-23,18
12133,2018-12-23,9
42758,2018-12-23,2
52013,2018-12-23,19
39621,2018-12-23,7
70657,2018-12-23,2
75301,2018-12-23,2
13170,2018-12-23,4
78345,2018-12-23,3
37550,2018-12-23,1
10345,2018-12-23,13
16578,2018-12-23,2
2185,2018-12-23,1
14533,2018-12-23,2
4380,2018-12-23,8
12782,2018-12-23,7
1088,2018-12-23,2
25567,2018-12-23,3
2583,2018-12-23,6
35666,2018-12-23,1
82650,2018-12-23,2
66661,2018-12-23,1
2573,2018-12-23,1
81232,2018-12-23,9
75558,2018-12-23,2
4893,2018-12-23,1
38205,2018-12-23,2
69861,2018-12-23,2
32584,2018-12-23,1
79064,2018-12-23,3
4663,2018-12-23,1
12121,2018-12-23,1
9981,2018-12-23,1
45574,2018-12-23,1
71302,2018-12-23,3
36918,2018-12-23,2
14435,2018-12-23,2
48299,2018-12-23,4
70208,2018-12-23,1
1660,2018-12-23,1
46037,2018-12-23,1
39822,2018-12-23,2
1804,2018-12-23,1
45530,2018-12-23,1
76004,2018-12-23,2
14496,2018-12-23,2
71002,2018-12-23,4
12676,2018-12-23,2
72970,2018-12-23,1
83302,2018-12-23,2
16914,2018-12-23,1
36164,2018-12-23,1
12133,2018-12-22,11
4111,2018-12-22,22
69580,2018-12-22,8
36931,2018-12-22,7
36946,2018-12-22,3
36066,2018-12-22,4
50394,2018-12-22,1
26738,2018-12-22,4
73843,2018-12-22,3
51504,2018-12-22,1
47551,2018-12-22,1
9981,2018-12-22,3
71639,2018-12-22,4
4285,2018-12-22,23
47309,2018-12-22,3
83759,2018-12-22,5
45574,2018-12-22,2
71344,2018-12-22,1
32584,2018-12-22,3
43685,2018-12-22,2
2583,2018-12-22,4
4893,2018-12-22,4
3050,2018-12-22,1
69854,2018-12-22,6
86758,2018-12-22,1
13170,2018-12-22,5
49893,2018-12-22,2
15808,2018-12-22,3
22926,2018-12-22,7
48846,2018-12-22,6
12782,2018-12-22,7
20646,2018-12-22,2
68462,2018-12-22,2
4380,2018-12-22,2
25567,2018-12-22,13
22551,2018-12-22,1
43321,2018-12-22,1
42474,2018-12-22,1
2677,2018-12-22,1
38676,2018-12-22,2
43531,2018-12-22,1
79064,2018-12-22,4
1854,2018-12-22,5
5525,2018-12-22,1
70657,2018-12-22,3
38485,2018-12-22,1
69861,2018-12-22,3
78837,2018-12-22,1
36949,2018-12-22,6
52013,2018-12-22,10
16318,2018-12-22,1
75558,2018-12-22,1
48299,2018-12-22,1
12062,2018-12-22,1
69250,2018-12-22,1
3250,2018-12-22,8
49177,2018-12-22,1
70208,2018-12-22,4
36918,2018-12-22,4
7571,2018-12-22,2
4776,2018-12-22,2
39822,2018-12-22,1
39621,2018-12-22,5
17306,2018-12-22,3
35998,2018-12-22,2
33994,2018-12-22,8
697,2018-12-22,5
36270,2018-12-22,8
69859,2018-12-22,4
87028,2018-12-22,2
49073,2018-12-22,1
1698,2018-12-22,5
69682,2018-12-22,2
13348,2018-12-22,1
66661,2018-12-22,2
36164,2018-12-22,2
69852,2018-12-22,1
2185,2018-12-22,1
14533,2018-12-22,5
10345,2018-12-22,13
4663,2018-12-22,1
84746,2018-12-22,1
3537,2018-12-22,1
69858,2018-12-22,1
81290,2018-12-22,2
5991,2018-12-22,1
38205,2018-12-22,1
35753,2018-12-22,5
74538,2018-12-22,1
37606,2018-12-22,2
3552,2018-12-22,1
11840,2018-12-22,1
50132,2018-12-22,1
70244,2018-12-22,1
37256,2018-12-22,1
1542,2018-12-22,2
2573,2018-12-22,3
36923,2018-12-22,8
74331,2018-12-22,1
35666,2018-12-22,1
69019,2018-12-22,1
42758,2018-12-22,3
71302,2018-12-22,1
82650,2018-12-22,1
81232,2018-12-22,1
16914,2018-12-22,2
36461,2018-12-22,1
1660,2018-12-22,1
87309,2018-12-22,1
75589,2018-12-22,1
4285,2018-12-21,13
36164,2018-12-21,7
4549,2018-12-21,26
82647,2018-12-21,8
43685,2018-12-21,4
74331,2018-12-21,3
50132,2018-12-21,7
25567,2018-12-21,36
66661,2018-12-21,32
43371,2018-12-21,2
36931,2018-12-21,8
17306,2018-12-21,8
4111,2018-12-21,23
50394,2018-12-21,1
51504,2018-12-21,2
1854,2018-12-21,17
45574,2018-12-21,15
37550,2018-12-21,8
71639,2018-12-21,5
69250,2018-12-21,8
36946,2018-12-21,7
12782,2018-12-21,11
16914,2018-12-21,4
26738,2018-12-21,1
42758,2018-12-21,9
32584,2018-12-21,12
14875,2018-12-21,13
37606,2018-12-21,5
52013,2018-12-21,16
70208,2018-12-21,6
44482,2018-12-21,5
78837,2018-12-21,3
36897,2018-12-21,1
47309,2018-12-21,11
48846,2018-12-21,6
69858,2018-12-21,4
49073,2018-12-21,1
51935,2018-12-21,9
3250,2018-12-21,6
12320,2018-12-21,5
79064,2018-12-21,6
2573,2018-12-21,6
21828,2018-12-21,1
38157,2018-12-21,5
8137,2018-12-21,2
12121,2018-12-21,1
39822,2018-12-21,7
36918,2018-12-21,15
12133,2018-12-21,9
71302,2018-12-21,4
33994,2018-12-21,3
14533,2018-12-21,3
5525,2018-12-21,3
82650,2018-12-21,5
70157,2018-12-21,1
36461,2018-12-21,1
14496,2018-12-21,2
16318,2018-12-21,1
69854,2018-12-21,5
86758,2018-12-21,5
9981,2018-12-21,4
70657,2018-12-21,3
49893,2018-12-21,5
4893,2018-12-21,4
10345,2018-12-21,5
69852,2018-12-21,4
75326,2018-12-21,20
75045,2018-12-21,2
13348,2018-12-21,1
42474,2018-12-21,4
22926,2018-12-21,3
43796,2018-12-21,1
69859,2018-12-21,2
48299,2018-12-21,2
4422,2018-12-21,2
81715,2018-12-21,1
3537,2018-12-21,1
80722,2018-12-21,1
69861,2018-12-21,3
86940,2018-12-21,4
36949,2018-12-21,7
38205,2018-12-21,2
45530,2018-12-21,2
13170,2018-12-21,3
81856,2018-12-21,2
37256,2018-12-21,5
10928,2018-12-21,1
69896,2018-12-21,1
1442,2018-12-21,1
38676,2018-12-21,1
59069,2018-12-21,3
75318,2018-12-21,1
36066,2018-12-21,3
87068,2018-12-21,2
87028,2018-12-21,18
38710,2018-12-21,1
11840,2018-12-21,1
1804,2018-12-21,2
12062,2018-12-21,5
1542,2018-12-21,3
81232,2018-12-21,9
73133,2018-12-21,2
75558,2018-12-21,2
69580,2018-12-21,1
35998,2018-12-21,2
43321,2018-12-21,1
35632,2018-12-21,1
83759,2018-12-21,7
69019,2018-12-21,2
49177,2018-12-21,2
36270,2018-12-21,2
35753,2018-12-21,4
74538,2018-12-21,1
11759,2018-12-21,1
4776,2018-12-21,3
697,2018-12-21,1
68462,2018-12-21,1
36923,2018-12-21,1
3552,2018-12-21,2
39621,2018-12-21,6
12965,2018-12-21,1
3050,2018-12-21,1
4380,2018-12-21,1
71344,2018-12-21,1
36918,2018-12-20,44
35476,2018-12-20,2
1854,2018-12-20,60
12782,2018-12-20,15
4549,2018-12-20,45
4111,2018-12-20,37
52013,2018-12-20,21
26738,2018-12-20,5
70657,2018-12-20,1
2573,2018-12-20,10
48846,2018-12-20,9
74331,2018-12-20,4
83759,2018-12-20,4
4285,2018-12-20,7
50394,2018-12-20,1
4776,2018-12-20,2
66661,2018-12-20,43
51504,2018-12-20,1
69852,2018-12-20,5
25567,2018-12-20,53
11840,2018-12-20,7
12676,2018-12-20,1
3250,2018-12-20,41
36946,2018-12-20,7
36461,2018-12-20,2
10345,2018-12-20,39
10186,2018-12-20,20
36270,2018-12-20,6
70208,2018-12-20,1
36923,2018-12-20,23
5525,2018-12-20,1
47309,2018-12-20,25
3050,2018-12-20,2
8137,2018-12-20,1
69854,2018-12-20,6
10928,2018-12-20,2
17306,2018-12-20,16
75045,2018-12-20,22
38485,2018-12-20,5
51935,2018-12-20,6
4218,2018-12-20,1
12062,2018-12-20,5
42758,2018-12-20,8
1804,2018-12-20,5
82647,2018-12-20,6
45530,2018-12-20,11
37606,2018-12-20,3
69858,2018-12-20,5
36094,2018-12-20,2
14533,2018-12-20,12
12320,2018-12-20,4
4220,2018-12-20,2
38157,2018-12-20,6
36897,2018-12-20,3
36949,2018-12-20,2
36035,2018-12-20,1
16914,2018-12-20,4
45574,2018-12-20,2
74012,2018-12-20,2
71002,2018-12-20,2
39822,2018-12-20,20
5991,2018-12-20,3
12133,2018-12-20,9
36066,2018-12-20,6
75326,2018-12-20,14
71639,2018-12-20,2
69250,2018-12-20,1
32584,2018-12-20,13
13287,2018-12-20,1
81232,2018-12-20,2
6435,2018-12-20,2
4141,2018-12-20,3
49893,2018-12-20,3
44482,2018-12-20,1
86758,2018-12-20,19
14435,2018-12-20,18
75589,2018-12-20,2
38205,2018-12-20,8
22926,2018-12-20,18
1,2018-12-20,9
39621,2018-12-20,2
13170,2018-12-20,3
59069,2018-12-20,1
78837,2018-12-20,2
78514,2018-12-20,1
9981,2018-12-20,5
4893,2018-12-20,3
38710,2018-12-20,1
49177,2018-12-20,3
42393,2018-12-20,1
75558,2018-12-20,10
69580,2018-12-20,6
38676,2018-12-20,1
1542,2018-12-20,11
1088,2018-12-20,2
5,2018-12-20,1
20646,2018-12-20,2
2583,2018-12-20,3
37550,2018-12-20,4
81856,2018-12-20,16
36931,2018-12-20,4
38294,2018-12-20,1
36164,2018-12-20,4
46037,2018-12-20,1
22551,2018-12-20,3
43321,2018-12-20,2
3537,2018-12-20,1
43796,2018-12-20,3
84527,2018-12-20,5
69859,2018-12-20,2
16318,2018-12-20,1
21828,2018-12-20,7
35753,2018-12-20,3
50132,2018-12-20,2
86927,2018-12-20,5
86929,2018-12-20,5
37256,2018-12-20,3
13348,2018-12-20,1
76004,2018-12-20,3
68462,2018-12-20,3
69889,2018-12-20,2
48404,2018-12-20,2
86940,2018-12-20,3
11743,2018-12-20,1
697,2018-12-20,2
3552,2018-12-20,4
4422,2018-12-20,1
78345,2018-12-20,2
4380,2018-12-20,1
12965,2018-12-20,1
84746,2018-12-20,1
59366,2018-12-20,1
49073,2018-12-19,2
52013,2018-12-19,29
4111,2018-12-19,51
42474,2018-12-19,2
45574,2018-12-19,3
36164,2018-12-19,5
39822,2018-12-19,14
38485,2018-12-19,1
68462,2018-12-19,5
1854,2018-12-19,40
4549,2018-12-19,50
36270,2018-12-19,4
47309,2018-12-19,23
1088,2018-12-19,7
38676,2018-12-19,4
42758,2018-12-19,8
50394,2018-12-19,1
51504,2018-12-19,1
25567,2018-12-19,43
43371,2018-12-19,2
75045,2018-12-19,37
83759,2018-12-19,5
36946,2018-12-19,13
36949,2018-12-19,6
15808,2018-12-19,1
3250,2018-12-19,20
70208,2018-12-19,3
36918,2018-12-19,22
36923,2018-12-19,22
4285,2018-12-19,14
12133,2018-12-19,9
50132,2018-12-19,16
14533,2018-12-19,5
12062,2018-12-19,6
48846,2018-12-19,13
35753,2018-12-19,4
10345,2018-12-19,37
4776,2018-12-19,4
22926,2018-12-19,27
697,2018-12-19,12
12782,2018-12-19,10
17306,2018-12-19,15
16914,2018-12-19,3
84713,2018-12-19,2
3552,2018-12-19,3
1,2018-12-19,9
80818,2018-12-19,1
51935,2018-12-19,4
75326,2018-12-19,11
38205,2018-12-19,7
71302,2018-12-19,3
5525,2018-12-19,4
37550,2018-12-19,22
70657,2018-12-19,10
14435,2018-12-19,33
49177,2018-12-19,4
36897,2018-12-19,2
74538,2018-12-19,1
2185,2018-12-19,1
20646,2018-12-19,22
32584,2018-12-19,35
8137,2018-12-19,3
38157,2018-12-19,9
9981,2018-12-19,24
36066,2018-12-19,6
75589,2018-12-19,3
14496,2018-12-19,5
35998,2018-12-19,8
4380,2018-12-19,2
66661,2018-12-19,9
78837,2018-12-19,2
11840,2018-12-19,2
69889,2018-12-19,4
45530,2018-12-19,2
2583,2018-12-19,7
42393,2018-12-19,4
21828,2018-12-19,12
49893,2018-12-19,4
46037,2018-12-19,2
80722,2018-12-19,1
44482,2018-12-19,1
39519,2018-12-19,9
75558,2018-12-19,10
3537,2018-12-19,1
69858,2018-12-19,1
1804,2018-12-19,2
69019,2018-12-19,5
25293,2018-12-19,1
78345,2018-12-19,2
4663,2018-12-19,2
52971,2018-12-19,1
4893,2018-12-19,2
2573,2018-12-19,4
43321,2018-12-19,2
7571,2018-12-19,1
69250,2018-12-19,1
75494,2018-12-19,1
13170,2018-12-19,2
82650,2018-12-19,2
1542,2018-12-19,5
69854,2018-12-19,4
84527,2018-12-19,1
6435,2018-12-19,1
12121,2018-12-19,1
36931,2018-12-19,2
39863,2018-12-19,3
26738,2018-12-19,1
69852,2018-12-19,2
5991,2018-12-19,1
33994,2018-12-19,4
14755,2018-12-19,1
1660,2018-12-19,1
4422,2018-12-19,1
43685,2018-12-19,2
39621,2018-12-19,1
84746,2018-12-19,1
3999,2018-12-19,1
36066,2018-12-18,3
50394,2018-12-18,1
39822,2018-12-18,6
36897,2018-12-18,3
48846,2018-12-18,6
70208,2018-12-18,6
51504,2018-12-18,1
13170,2018-12-18,3
36918,2018-12-18,17
36923,2018-12-18,10
36949,2018-12-18,10
14533,2018-12-18,3
42758,2018-12-18,5
4285,2018-12-18,6
49893,2018-12-18,6
12782,2018-12-18,4
46037,2018-12-18,1
4776,2018-12-18,13
50132,2018-12-18,7
4549,2018-12-18,18
47309,2018-12-18,15
12133,2018-12-18,3
17306,2018-12-18,2
75045,2018-12-18,20
8137,2018-12-18,4
52013,2018-12-18,21
16914,2018-12-18,9
75686,2018-12-18,1
36946,2018-12-18,3
42474,2018-12-18,2
3250,2018-12-18,15
10345,2018-12-18,2
25567,2018-12-18,11
33994,2018-12-18,3
38157,2018-12-18,1
1,2018-12-18,2
4111,2018-12-18,26
51935,2018-12-18,2
1442,2018-12-18,6
75326,2018-12-18,14
82647,2018-12-18,3
74331,2018-12-18,1
78837,2018-12-18,1
70657,2018-12-18,1
39863,2018-12-18,3
74012,2018-12-18,1
14496,2018-12-18,4
38485,2018-12-18,2
11759,2018-12-18,7
69250,2018-12-18,2
1088,2018-12-18,6
38676,2018-12-18,1
49177,2018-12-18,1
1804,2018-12-18,4
36931,2018-12-18,5
83759,2018-12-18,5
48299,2018-12-18,1
37550,2018-12-18,2
1854,2018-12-18,9
2573,2018-12-18,2
35753,2018-12-18,5
84527,2018-12-18,1
21828,2018-12-18,1
16318,2018-12-18,7
43321,2018-12-18,1
6435,2018-12-18,1
37256,2018-12-18,1
71002,2018-12-18,1
26738,2018-12-18,3
12062,2018-12-18,1
697,2018-12-18,3
77827,2018-12-18,1
4220,2018-12-18,1
7122,2018-12-18,2
12965,2018-12-18,1
68462,2018-12-18,2
4380,2018-12-18,2
1698,2018-12-18,2
84619,2018-12-18,2
80818,2018-12-18,1
49073,2018-12-18,1
32584,2018-12-18,4
76004,2018-12-18,1
43371,2018-12-18,2
3050,2018-12-18,1
75654,2018-12-18,1
45574,2018-12-18,1
71639,2018-12-18,1
47007,2018-12-18,1
75558,2018-12-18,1
75589,2018-12-18,2
20646,2018-12-18,2
37132,2018-12-18,1
71302,2018-12-18,1
78345,2018-12-18,2
38205,2018-12-18,1
22926,2018-12-18,1
43531,2018-12-18,1
36164,2018-12-18,1
35998,2018-12-18,1
84713,2018-12-18,6
82650,2018-12-18,3
14875,2018-12-18,3
43685,2018-12-18,3
81856,2018-12-18,1
38200,2018-12-18,1
4380,2018-12-17,4
16914,2018-12-17,3
38676,2018-12-17,8
50132,2018-12-17,5
4549,2018-12-17,10
14435,2018-12-17,3
66661,2018-12-17,1
4111,2018-12-17,19
25567,2018-12-17,10
45530,2018-12-17,3
14533,2018-12-17,9
13170,2018-12-17,6
36918,2018-12-17,11
39822,2018-12-17,9
38294,2018-12-17,1
13348,2018-12-17,1
2185,2018-12-17,1
38157,2018-12-17,3
52013,2018-12-17,31
4776,2018-12-17,4
2583,2018-12-17,6
70657,2018-12-17,1
47309,2018-12-17,8
69852,2018-12-17,3
35753,2018-12-17,7
4141,2018-12-17,1
1854,2018-12-17,11
82647,2018-12-17,2
68462,2018-12-17,3
12062,2018-12-17,2
51935,2018-12-17,1
1088,2018-12-17,2
71302,2018-12-17,2
69580,2018-12-17,1
36946,2018-12-17,5
10345,2018-12-17,11
697,2018-12-17,5
3250,2018-12-17,7
75589,2018-12-17,2
36897,2018-12-17,2
11759,2018-12-17,14
42474,2018-12-17,1
8137,2018-12-17,6
71639,2018-12-17,4
36066,2018-12-17,2
14496,2018-12-17,5
70208,2018-12-17,4
20646,2018-12-17,3
32584,2018-12-17,2
75558,2018-12-17,2
4285,2018-12-17,4
36931,2018-12-17,3
36270,2018-12-17,1
16318,2018-12-17,1
69019,2018-12-17,4
2573,2018-12-17,3
1542,2018-12-17,2
3552,2018-12-17,4
42758,2018-12-17,4
13287,2018-12-17,1
7571,2018-12-17,2
46037,2018-12-17,3
1804,2018-12-17,1
14875,2018-12-17,4
12133,2018-12-17,1
1698,2018-12-17,2
4663,2018-12-17,2
36923,2018-12-17,3
33994,2018-12-17,2
71002,2018-12-17,2
9981,2018-12-17,2
38485,2018-12-17,1
4220,2018-12-17,2
83759,2018-12-17,4
39621,2018-12-17,1
43685,2018-12-17,2
1660,2018-12-17,1
53196,2018-12-17,1
36164,2018-12-17,3
49073,2018-12-17,1
50394,2018-12-17,1
51504,2018-12-17,2
4218,2018-12-17,2
3537,2018-12-17,2
43371,2018-12-17,1
74331,2018-12-17,1
45574,2018-12-17,4
82650,2018-12-17,2
36949,2018-12-17,2
11840,2018-12-17,1
26738,2018-12-17,2
49177,2018-12-17,1
6435,2018-12-17,1
36512,2018-12-17,1
12121,2018-12-17,1
84527,2018-12-17,1
36035,2018-12-17,1
69852,2018-12-16,1
50394,2018-12-16,2
48846,2018-12-16,5
35753,2018-12-16,6
36066,2018-12-16,3
50132,2018-12-16,4
1698,2018-12-16,1
52013,2018-12-16,9
4285,2018-12-16,5
51504,2018-12-16,2
35998,2018-12-16,3
4111,2018-12-16,10
43321,2018-12-16,1
14875,2018-12-16,1
8137,2018-12-16,5
38676,2018-12-16,6
49177,2018-12-16,1
35666,2018-12-16,2
47309,2018-12-16,7
38205,2018-12-16,2
22926,2018-12-16,6
33994,2018-12-16,3
4776,2018-12-16,2
70657,2018-12-16,3
14435,2018-12-16,3
36931,2018-12-16,3
17306,2018-12-16,1
36918,2018-12-16,5
12782,2018-12-16,2
75589,2018-12-16,3
13287,2018-12-16,1
11759,2018-12-16,2
82650,2018-12-16,6
66966,2018-12-16,2
39621,2018-12-16,3
1804,2018-12-16,1
69580,2018-12-16,4
16318,2018-12-16,1
13170,2018-12-16,2
6675,2018-12-16,1
47551,2018-12-16,2
32584,2018-12-16,2
76004,2018-12-16,2
9981,2018-12-16,5
69250,2018-12-16,7
81290,2018-12-16,1
16914,2018-12-16,1
45574,2018-12-16,4
39863,2018-12-16,5
14496,2018-12-16,2
3250,2018-12-16,2
78837,2018-12-16,1
39822,2018-12-16,4
36512,2018-12-16,2
42758,2018-12-16,3
36946,2018-12-16,1
12062,2018-12-16,3
4893,2018-12-16,2
2583,2018-12-16,3
82647,2018-12-16,3
26738,2018-12-16,2
10345,2018-12-16,4
75045,2018-12-16,1
4549,2018-12-16,12
38157,2018-12-16,1
3537,2018-12-16,1
697,2018-12-16,6
36897,2018-12-16,1
6435,2018-12-16,1
7900,2018-12-16,1
78345,2018-12-16,1
1660,2018-12-16,3
45530,2018-12-16,1
83759,2018-12-16,2
75326,2018-12-16,1
70157,2018-12-16,1
49893,2018-12-16,1
14533,2018-12-16,1
75558,2018-12-16,4
37550,2018-12-16,1
71639,2018-12-16,1
1088,2018-12-16,1
70208,2018-12-16,1
72214,2018-12-16,1
81232,2018-12-16,1
1854,2018-12-16,1
11840,2018-12-16,1
71002,2018-12-16,1
72970,2018-12-16,1
81856,2018-12-16,1
4220,2018-12-16,1
37256,2018-12-15,1
6675,2018-12-15,1
83759,2018-12-15,3
32584,2018-12-15,3
50394,2018-12-15,1
51504,2018-12-15,1
69580,2018-12-15,5
35753,2018-12-15,8
697,2018-12-15,4
4111,2018-12-15,9
25567,2018-12-15,1
20646,2018-12-15,2
42758,2018-12-15,1
1804,2018-12-15,2
21828,2018-12-15,1
43555,2018-12-15,1
49177,2018-12-15,3
22926,2018-12-15,6
71639,2018-12-15,2
36918,2018-12-15,16
37606,2018-12-15,1
37246,2018-12-15,1
36066,2018-12-15,2
12062,2018-12-15,3
11759,2018-12-15,9
68462,2018-12-15,2
1854,2018-12-15,5
2583,2018-12-15,2
1698,2018-12-15,5
4776,2018-12-15,2
4285,2018-12-15,5
42474,2018-12-15,4
14533,2018-12-15,3
26738,2018-12-15,3
43685,2018-12-15,1
70657,2018-12-15,2
50132,2018-12-15,4
36001,2018-12-15,1
36094,2018-12-15,1
33994,2018-12-15,1
12782,2018-12-15,3
53196,2018-12-15,1
12133,2018-12-15,1
74331,2018-12-15,1
45574,2018-12-15,1
75589,2018-12-15,3
10928,2018-12-15,1
7571,2018-12-15,5
1088,2018-12-15,2
1542,2018-12-15,4
35998,2018-12-15,3
